class,tweet
0,I need to chat with Where dat nicca at Lol
1,this is very annoying to me im gonna vomit out of annoyance bc i am a little bitch
1,bitch that doesn t even make any sense bitch
2,Y all sleep on Shy Glizzy 128564 Young Jefe 128520
2,lt lt closet muzzie
1,I can t handle no liquor but these bitches can t handle me
1,Fuccn yo bitch last night she say you the nigga
2,Charlie Crist Leads Rick Scott In a Florida Governor s Race Where Every Vote Will Matter
1,ha she got them bitches worked on
1,you dodge a bullet 128517 8220 All da bitches I cut off pregnant or bound to be thank God 128591 8221
2,wow Thats great language coming from a HS coach you sure are a role model you re trash just like your account
1,These lil hoes sitting across da way too fuckin loud Like damn hoe your sittin less than 2 feet from each other shut the hell up
1,I am what u said I am but am ain t no bitch
2,Barkley is trash
1,8220 I want to be filled with hot nigger seed
2,right so the link would be your trash bin 8230 gotcha
1,Up runnin these 2K fades with ma niggah Tyreon 1043323 1043359 Leo KO d lmfaoo
1,niggah das gay
0,Only white trash would call slants and hindis and moslems their equals
1,Ayo take this pic for me fam You think the bitches gon fuck with this pic LMA 8230
1,yea he coming back him big rod doing something for that hoe
1,Gotta watch these hoes 128064
1,Tylar shut up bitch I usta make you these
1,Why is such a bitch I mean who gets mild salsa His father should be ashamed
2,10 brownie points for you
1,128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 Teanna Trump probably cleaner than most of these twitter hoes but
1,128563 Niccas y all need lives money pussy hobbies or sum guidance Bunch of Petty miserable dick n a booty ass Boys
1,Females talk down on niccas when I can point out a few females who be on that tip
1,Some bitches be praying for the day you leave your nigga
1,Got a badass bitch just bouncin on my dick
1,These hoes ain t loyal 128588
1,128561 that bitch is from Moreno Valley 128530
1,Ok night night bitches
2,Figure all da ofay like to see my family pitcher
1,Stern fixed the image of the league NBA players not knocking they bitch out in elevators
1,1 baby Momma no bitch no wife like PAC u need a thug in ya life
2,Vice News interview with the Canadian Jihadi has the poem I translated f4 u as its sound track
2,First key club trash pick up with the freshman tbt
2,9733 BEST ASIAN MASSAGE ON THE park slope TOP RATED SPA 9733 718 622 0221 24
1,aye jalen can I borrow 50 dollars It aint like yu aint got two jobs Well can I borrow some pussy I aint like yu gone give up no head
2,Damn those shiner rock those bud light platinum and that ciroc
1,you re a bitch
1,8220 Na If you a hoe you sittin on the floor and not my damn couuuuuch 128131 but your birthday is in Feb or naa 8221 Nope
2,The NFL is very equal this season everybody showed glimpses of being trash
1,bitch don t run to the neighbor he s dead too
1,This bitch think I want her I m in love wit da gwap 128525 128536 128176 128181
2,Apple need to add some colored emoji
1,boooooi that s TMI for these hoes
1,when his hoes thought it was over
1,pussy boy gone die a bitch
1,I m your bitch down for whatever
1,I m tired of fat hoes calling themselves thick Bitch yo fat ass can t even bend over and touch your toes withou
1,8220 When you try to smash but that pussy stank
1,now I m chewy high with a hard ass dick Ooh there goes my pager could it be a trick bitch
1,basic bitch comeback expected
1,You DID You crushed his I got me an EXOTIC bitch dreams
1,it s a metaphor you dumb fucking nigger 128514 128514 128525 128525 128069 128069
1,Baby pussy cant be your only hustle Unless u bad as Naomi Russell I mean a lot of ppl got money So basically Russell aint the only Russell
1,She said she don t like the fact that I smoke cigarettes Well sorry Mrs LadyBitch I don t like the fact that you re a hoe
1,Talkin brokanese I took yo bitch and broke her knees
1,My clothes are always retro sexual like im hetro and I play a bitch like nintendo takee her for a ride in my benzo
1,My bitch ass buddy pmo
2,do yourself a favor and ball that up and throw in the trash
1,bitches or wat
1,Not all black girls are ghetto
1,If that nigga Santa come to the hood niggas gonna rob him for his sleigh and his ho ho hoes
1,fuck you bitch where s my sleeve
1,why not animal crackers i want animal crackers shaped like master chiefs and trolls and gun s and shit thatd rule
1,only reason I wouldn t give it up is I ahve a fucking CATALOG on this bitch Arcade games were fire
1,Just stop being a hoe God dammit bitch it ain t that hard
2,US spy planes are flying over British skies in hunt for Jihadi John s assoc s with advanced tech via
2,My doctors office is retarded we noticed you put in a prescription order so we canceled it Give us a call if you need a refill thanks
2,if McCoy wasn t trash that s a TD
1,She s aint being a bitch she s just tired of your bullshit Her attitude towards you is based upon how you treat her
1,8220 My favorite time of da day HAPPY HOUR Drinkbreak 8221 when the bad bitches come out and the ok hoes at home doing make up
2,its either a gun a sandwich or both details looking really fuzzy right now and i don t trust any police department in MO
0,I m starting to not like meek this nig a lil to arrogant for me
1,Yall out here fuckin other women s men risking ya life amp freedom but I m out here single amp dolo with no bitch you gotta worry about
1,bitch you gross as fuck touchin them saggy titties
1,I call him my bitch
2,Did the Italian bird just call Janet a calzone UNCLEtweet
1,Good pussy will make a nigga cum quick shit be over faster than a vine video
1,What a wifey would understand a hoe could never comprehend
2,I think I got da bird flu
1,Briahna told me the best advice I ever gave her was that it aint nothing to cut dat bitch off lmao
1,128555 128555 128555 128555 128555 128532 128532 128532 128532 128532 128532 this fucking bitch Rachel needs to die please
1,I watched my followers drop like flies when they started seeing shit that made them upset lol take salt bitch
0,PROUDLY a racist u dumb nigger
2,Told you Artprize is more than trash
1,Jungle Fever be my favorite movie Dat white girl love dat colored mans thang She take it hard and deep Drive dat girls daddy wild crazy
0,More queer lady Templars That s my point
1,when ya name gain weight ya ex bitches cant let go
1,that hoe aint there anymore
1,pussy boi
1,I hate salty bitches
1,Like a skinny model boney bitch
1,Lmao I still feel played bout this hoe
1,I m not goin oml I m finna drop this bitch
1,Trainer lady is a bitch shook my hand made me promise her I ma study for a test tomorrow and idk I don t like her she s trying to break me
1,8220 When Mr Krabs sold Spongebob out for 62 cents thats when I knew hoes ain 8217 t loyal 8221 realist shit I ve seen 128548
1,8220 what would u do 128561 that bitch down the stairs
1,Bust a nicca head smack a ho shoot the club up 128514 128266 128266 128131 128131 128131
1,128514 128557 I have to explore the pussy out there
0,fuck you faggot
1,Sorry bitches it takes more than Luck to beat me
1,Jameis Winston got benched for standing on a table and saying Fuck her right in her pussy The irony is so deep you can use a shovel
0,Fuck her pussy fuck her mouth fuck her ass cause she nasty
1,I rather see wifey happy then see a hoe naked common sense niggas treat hoes Better then the one that loves them and been the 8230
1,yours a dyke 128514
1,These bitches be pretty amp stupid
1,Mom What happened to insert old friend name You used to be close Me Fuck that bitch
1,Of course I was being bitch Learned from my mom how to make a guy feel like he s 1 foot tall
2,Quickscoping trash TAKE OF THE TONY HAWK SETUP AND PLAY NORMALLY THAT S NOT WHAT SNIPERS ARE FOR
1,it ain t retarded He s my cousin Lmao
1,Darkskin girls got that juicy pussy 128069 128166 128166 128571 128571
2,I hope the Yankees get Soriano shoulda never gave him away for Alex Rodriguez
2,Try Rex s NEW water roasted tomato potato sawdust crackers Loaded with enough sodium as to make Lots wife look unsavory Only 22 99 a box
1,Idgaf if it s 3pm in the afternoon bitch make my pancakes
1,These hoes Smh
1,8220 you can be skinny and still be ugly stop acting like being thin is beautiful dumb bitch 8221 128514 128079
1,hope this bitch is prepared for the aftermath of what she did
2,Debating feminism with a gay professor uninformed girls and low IQ rednecks is not my idea of a fun Wednesday night
1,Drinking veuve cliquot and eating marshmallows basically because I m a classy bitch
1,Put that pussy on me make me want nobody else
2,i made sweet amp SPICY drunken noodles with handmade and handcut ho fun noodles with marinated chicken shrimp my back is hurting
2,Charlie looking like he s the one that made that 3
0,What these bitches want from a nigga like on some DMX shit
1,All that but the bitch can t take a joke
1,bitch we them boys
1,bitches love coming out in public naked 8220 Don t do this 8220
1,Niggas will cheat and not even know that bitch name That shit aint cheating
2,i thought i was the ghetto word for babe
1,have fun losing tonight bitch
1,she going full retard right now smh
1,I won t love you I can t love you Unless that pussy got some super powers
1,It s funny when u get a black female mad they start acting ghetto then a bitch
1,Niggas sooooo pussy I swear I don t talk I m all action
